0.0,150.0,255.0,350.0,475.0,600.0,100.0,250.0,330.0,400.0,550.0,650.0,225.0,335.0,370.0,425.0,500.0,475.0,460.0,475.0,520.0,575.0,660.0,735.0,580.0,575.0,590.0,630.0,673.0,750.0,810.0
150.0,0.0,115.0,250.0,337.0,450.0,167.0,125.0,180.0,265.0,400.0,500.0,220.0,310.0,250.0,210.0,345.0,430.0,385.0,370.0,390.0,435.0,506.0,580.0,540.0,500.0,485.0,488.0,535.0,600.0,660.0
255.0,115.0,0.0,150.0,225.0,335.0,285.0,175.0,122.0,150.0,300.0,380.0,310.0,370.0,275.0,240.0,270.0,495.0,425.0,385.0,360.0,385.0,440.0,500.0,590.0,530.0,495.0,485.0,495.0,530.0,585.0
350.0,250.0,150.0,0.0,125.0,250.0,410.0,310.0,250.0,210.0,235.0,345.0,450.0,520.0,410.0,345.0,320.0,630.0,560.0,500.0,470.0,450.0,470.0,490.0,731.0,663.0,600.0,570.0,560.0,570.0,590.0
475.0,337.0,225.0,125.0,0.0,120.0,520.0,375.0,275.0,160.0,190.0,215.0,540.0,575.0,430.0,350.0,275.0,675.0,585.0,500.0,435.0,400.0,360.0,345.0,750.0,675.0,600.0,535.0,495.0,480.0,495.0
600.0,450.0,335.0,250.0,120.0,0.0,625.0,475.0,354.0,230.0,160.0,145.0,630.0,650.0,500.0,390.0,290.0,750.0,645.0,547.0,453.0,370.0,304.0,283.0,810.0,715.0,615.0,530.0,460.0,417.0,395.0
100.0,167.0,285.0,410.0,520.0,625.0,0.0,187.0,295.0,390.0,525.0,640.0,110.0,240.0,275.0,360.0,346.0,358.0,340.0,375.0,440.0,515.0,610.0,712.0,468.0,495.0,533.0,572.0,600.0,678.0,768.0
250.0,125.0,175.0,310.0,375.0,475.0,187.0,0.0,125.0,242.0,335.0,480.0,140.0,190.0,114.0,167.0,265.0,320.0,250.0,230.0,260.0,332.0,427.0,525.0,418.0,370.0,348.0,365.0,420.0,495.0,580.0
330.0,180.0,122.0,250.0,275.0,354.0,295.0,125.0,0.0,121.0,234.0,357.0,270.0,300.0,170.0,116.0,168.0,415.0,330.0,255.0,233.0,261.0,334.0,424.0,495.0,419.0,370.0,346.0,368.0,417.0,500.0
400.0,265.0,150.0,210.0,160.0,230.0,390.0,242.0,121.0,0.0,152.0,265.0,385.0,422.0,282.0,190.0,164.0,540.0,440.0,357.0,300.0,274.0,298.0,364.0,600.0,527.0,455.0,404.0,390.0,402.0,450.0
550.0,400.0,300.0,235.0,190.0,160.0,525.0,335.0,234.0,152.0,0.0,118.0,502.0,513.0,350.0,235.0,127.0,597.0,491.0,386.0,287.0,208.0,170.0,206.0,641.0,543.0,450.0,366.0,304.0,280.0,309.0
650.0,500.0,380.0,345.0,215.0,145.0,640.0,480.0,357.0,265.0,118.0,0.0,625.0,632.0,465.0,352.0,234.0,707.0,598.0,485.0,380.0,275.0,185.0,145.0,740.0,640.0,535.0,433.0,346.0,294.0,265.0
225.0,220.0,310.0,450.0,540.0,630.0,110.0,140.0,270.0,385.0,502.0,625.0,0.0,120.0,195.0,300.0,407.0,240.0,235.0,280.0,364.0,460.0,563.0,664.0,358.0,352.0,385.0,442.0,520.0,614.0,716.0
335.0,310.0,370.0,520.0,575.0,650.0,240.0,190.0,300.0,422.0,513.0,632.0,120.0,0.0,169.0,287.0,400.0,130.0,123.0,200.0,310.0,416.0,535.0,640.0,240.0,242.0,285.0,370.0,460.0,562.0,683.0
370.0,250.0,275.0,410.0,430.0,500.0,275.0,114.0,170.0,282.0,350.0,465.0,195.0,169.0,0.0,117.0,235.0,250.0,160.0,115.0,170.0,265.0,373.0,485.0,325.0,262.0,240.0,260.0,335.0,418.0,516.0
425.0,210.0,240.0,345.0,350.0,390.0,360.0,167.0,116.0,190.0,235.0,352.0,300.0,287.0,117.0,0.0,120.0,360.0,260.0,160.0,120.0,164.0,260.0,370.0,415.0,322.0,258.0,230.0,260.0,325.0,420.0
500.0,345.0,270.0,320.0,275.0,290.0,346.0,265.0,168.0,164.0,127.0,234.0,407.0,400.0,235.0,120.0,0.0,470.0,360.0,260.0,164.0,115.0,170.0,255.0,517.0,418.0,330.0,260.0,233.0,263.0,328.0
475.0,430.0,495.0,630.0,675.0,750.0,358.0,320.0,415.0,540.0,597.0,707.0,240.0,130.0,250.0,360.0,470.0,0.0,115.0,240.0,350.0,461.0,548.0,695.0,110.0,170.0,260.0,356.0,470.0,585.0,705.0
460.0,385.0,425.0,560.0,585.0,645.0,340.0,250.0,330.0,440.0,491.0,598.0,235.0,123.0,160.0,260.0,360.0,115.0,0.0,119.0,230.0,345.0,468.0,580.0,170.0,117.0,172.0,260.0,367.0,467.0,595.0
475.0,370.0,385.0,500.0,500.0,547.0,375.0,230.0,255.0,357.0,386.0,485.0,280.0,200.0,115.0,160.0,260.0,240.0,119.0,0.0,113.0,235.0,354.0,470.0,260.0,168.0,122.0,170.0,265.0,360.0,478.0
520.0,390.0,360.0,470.0,435.0,453.0,440.0,260.0,233.0,300.0,287.0,380.0,364.0,310.0,170.0,120.0,164.0,350.0,230.0,113.0,0.0,117.0,236.0,350.0,360.0,256.0,157.0,110.0,160.0,255.0,365.0
575.0,435.0,385.0,450.0,400.0,370.0,515.0,332.0,261.0,274.0,208.0,275.0,460.0,416.0,265.0,164.0,115.0,461.0,345.0,235.0,117.0,0.0,120.0,240.0,470.0,360.0,258.0,164.0,112.0,156.0,260.0
660.0,506.0,440.0,470.0,360.0,304.0,610.0,427.0,334.0,298.0,170.0,185.0,563.0,535.0,373.0,260.0,170.0,548.0,468.0,354.0,236.0,120.0,0.0,120.0,595.0,480.0,375.0,262.0,166.0,118.0,165.0
735.0,580.0,500.0,490.0,345.0,283.0,712.0,525.0,424.0,364.0,206.0,145.0,664.0,640.0,485.0,370.0,255.0,695.0,580.0,470.0,350.0,240.0,120.0,0.0,695.0,590.0,478.0,363.0,260.0,170.0,120.0
580.0,540.0,590.0,731.0,750.0,810.0,468.0,418.0,495.0,600.0,641.0,740.0,358.0,240.0,325.0,415.0,517.0,110.0,170.0,260.0,360.0,470.0,595.0,695.0,0.0,115.0,224.0,343.0,460.0,573.0,690.0
575.0,500.0,530.0,663.0,675.0,715.0,495.0,370.0,419.0,527.0,543.0,640.0,352.0,242.0,262.0,322.0,418.0,170.0,117.0,168.0,256.0,360.0,480.0,590.0,115.0,0.0,119.0,235.0,350.0,465.0,576.0
590.0,485.0,495.0,600.0,600.0,615.0,533.0,348.0,370.0,455.0,450.0,535.0,385.0,285.0,240.0,258.0,330.0,260.0,172.0,122.0,157.0,258.0,375.0,478.0,224.0,119.0,0.0,120.0,235.0,355.0,470.0
630.0,488.0,485.0,570.0,535.0,530.0,572.0,365.0,346.0,404.0,366.0,433.0,442.0,370.0,260.0,230.0,260.0,356.0,260.0,170.0,110.0,164.0,262.0,363.0,343.0,235.0,120.0,0.0,120.0,235.0,353.0
673.0,535.0,495.0,560.0,495.0,460.0,600.0,420.0,368.0,390.0,304.0,346.0,520.0,460.0,335.0,260.0,233.0,470.0,367.0,265.0,160.0,112.0,166.0,260.0,460.0,350.0,235.0,120.0,0.0,118.0,234.0
750.0,600.0,530.0,570.0,480.0,417.0,678.0,495.0,417.0,402.0,280.0,294.0,614.0,562.0,418.0,325.0,263.0,585.0,467.0,360.0,255.0,156.0,118.0,170.0,573.0,465.0,355.0,235.0,118.0,0.0,124.0
810.0,660.0,585.0,590.0,495.0,395.0,768.0,580.0,500.0,450.0,309.0,265.0,716.0,683.0,516.0,420.0,328.0,705.0,595.0,478.0,365.0,260.0,165.0,120.0,690.0,576.0,470.0,353.0,234.0,124.0,0.0
